network_packet_size,protocol_type,login_attempts,failed_logins,unusual_time_access,ip_reputation_score,session_duration,network_traffic_volume,attack_detected
1147,UDP,2,1,0,0.0167,129,2082,0
962,TCP,3,0,0,0.0333,126,1792,0
306,HTTP,1,0,0,0.0518,135,2382,0
843,TCP,3,0,0,0.2013,84,3328,0
822,UDP,1,1,0,0.1755,48,1901,0
1319,HTTP,3,1,0,0.0712,166,2702,0
314,UDP,1,0,0,0.1604,35,914,0
922,TCP,1,0,0,0.0089,108,3634,0
1336,UDP,3,1,0,0.0295,101,4714,0
130,UDP,2,1,0,0.1745,168,2196,0
5604,TCP,19,17,1,0.8844,5,422247,1
8389,ICMP,14,18,1,0.9833,8,400609,1
1447,TCP,1,1,0,0.0134,139,3710,0
398,TCP,3,1,0,0.1055,116,1984,0
782,HTTP,1,1,0,0.044,36,2027,0
1284,HTTP,3,1,0,0.0518,110,2536,0
1976,ICMP,16,14,1,0.8145,5,454391,1
254,UDP,4,2,1,0.4097,19,800,0
674,UDP,4,4,1,0.5658,16,604,0
1329,TCP,3,0,0,0.068,138,4478,0
1140,UDP,1,1,0,0.0538,151,598,0
1064,TCP,2,0,0,0.0113,34,2881,0
1222,HTTP,2,1,0,0.2397,73,539,0
607,TCP,1,1,0,0.1315,46,4401,0
204,TCP,3,1,0,0.1815,173,3351,0
616,UDP,1,0,0,0.1894,46,1950,0
1142,TCP,3,0,0,0.1508,126,3645,0
1184,HTTP,1,1,0,0.1971,42,876,0
743,UDP,3,0,0,0.1976,50,4602,0
279,UDP,7,4,1,0.412,22,236,0
753,HTTP,1,0,0,0.1845,176,1867,0
1282,HTTP,3,0,0,0.0555,104,3730,0
81,UDP,7,5,0,0.4453,23,508,0
1405,TCP,1,0,0,0.1528,121,4188,0
818,TCP,2,0,0,0.124,147,2015,0
538,ICMP,4,2,0,0.4329,15,758,0
1082,UDP,1,1,0,0.1904,111,2164,0
122,UDP,2,0,0,0.1219,120,2616,0
360,ICMP,9,2,1,0.6188,23,378,0
715,HTTP,3,0,0,0.0996,77,2445,0
1411,TCP,1,1,0,0.0115,162,2903,0
708,TCP,4,4,0,0.54,8,216,0
389,ICMP,9,2,1,0.4528,12,227,0
192,UDP,3,0,0,0.215,120,581,0
956,UDP,1,0,0,0.1024,72,4764,0
956,HTTP,2,1,0,0.1846,143,836,0
546,TCP,9,3,0,0.5866,6,133,0
110,TCP,2,1,0,0.0976,121,1056,0
196,UDP,1,0,0,0.1402,56,3661,0
818,UDP,2,0,0,0.0927,119,3547,0
1329,HTTP,1,1,0,0.2222,169,2872,0
995,UDP,1,1,0,0.0462,124,4303,0
2618,ICMP,13,14,1,0.8985,1,197349,1
724,TCP,3,0,0,0.0207,78,4438,0
1203,TCP,3,1,0,0.1675,135,3396,0
1039,TCP,2,1,0,0.0096,69,4349,0
767,HTTP,3,0,0,0.1497,168,1806,0
724,TCP,1,0,0,0.0064,32,1753,0
342,TCP,1,1,0,0.215,138,1972,0
6995,ICMP,18,13,1,0.8263,1,204501,1
1184,HTTP,2,0,0,0.0001,46,1838,0
902,TCP,3,0,0,0.0778,173,3372,0
1292,UDP,2,0,0,0.1511,135,3634,0
792,ICMP,4,5,0,0.5129,27,724,0
793,UDP,3,1,0,0.047,101,3625,0
898,UDP,2,1,0,0.1083,34,3690,0
1372,UDP,1,0,0,0.0261,171,1955,0
457,TCP,9,4,0,0.4389,20,668,0
130,HTTP,3,0,0,0.1578,173,3328,0
1175,HTTP,1,0,0,0.1256,176,2318,0
583,ICMP,6,2,0,0.574,24,619,0
4668,ICMP,10,6,1,0.8363,5,261075,1
315,ICMP,4,4,0,0.5782,30,113,0
3623,ICMP,22,8,1,0.878,8,413429,1
726,TCP,1,1,0,0.0959,144,2687,0
479,TCP,5,2,1,0.4416,23,702,0
359,UDP,7,2,1,0.5684,29,122,0
956,HTTP,2,0,0,0.0989,109,3281,0
261,HTTP,1,1,0,0.2336,151,3151,0
64,TCP,2,1,0,0.0522,47,985,0
406,TCP,1,0,0,0.0921,170,4158,0
468,ICMP,5,3,0,0.5391,23,697,0
647,ICMP,7,5,0,0.5867,13,672,0
299,UDP,1,1,0,0.1162,134,1036,0
6163,TCP,18,12,1,0.974,1,108133,1
1158,HTTP,2,0,0,0.2486,165,846,0
378,UDP,1,1,0,0.0573,72,2680,0
974,TCP,3,0,0,0.1158,174,3679,0
616,UDP,2,0,0,0.2139,90,3192,0
479,UDP,8,4,1,0.4904,15,565,0
1438,TCP,1,0,0,0.1144,120,4765,0
1039,UDP,2,1,0,0.1669,180,4538,0
1271,HTTP,1,1,0,0.0691,170,1632,0
1153,TCP,2,1,0,0.1695,158,3029,0
907,TCP,1,1,0,0.1999,179,1117,0
1043,TCP,1,1,0,0.2399,101,1685,0
906,UDP,2,1,0,0.038,78,1374,0
253,UDP,3,0,0,0.1998,158,1762,0
8174,ICMP,11,10,1,0.8065,7,337295,1
583,UDP,1,1,0,0.2362,133,586,0
667,UDP,5,5,0,0.4672,27,623,0
1286,TCP,1,1,0,0.0146,150,4837,0
860,HTTP,2,1,0,0.0397,40,4767,0
790,UDP,2,1,0,0.1852,141,2869,0
1302,UDP,1,1,0,0.0525,128,1214,0
784,TCP,7,2,1,0.608,20,787,0
584,UDP,6,5,1,0.6838,28,172,0
85,UDP,3,0,0,0.1199,161,4861,0
661,ICMP,7,5,0,0.6125,5,481,0
373,HTTP,3,0,0,0.1766,142,4244,0
1370,HTTP,1,0,0,0.0216,163,4507,0
798,HTTP,2,1,0,0.1884,72,850,0
287,HTTP,3,1,0,0.2036,98,2216,0
255,ICMP,4,2,1,0.4129,19,457,0
1042,UDP,1,0,0,0.1711,106,2536,0
1301,UDP,2,1,0,0.1705,117,3082,0
1103,HTTP,3,0,0,0.1655,63,3586,0
482,UDP,1,0,0,0.191,104,3187,0
1344,UDP,2,0,0,0.2455,174,1047,0
538,TCP,6,2,1,0.6094,6,569,0
1060,HTTP,3,0,0,0.1387,155,2866,0
726,HTTP,2,0,0,0.1783,138,2599,0
409,UDP,7,3,1,0.605,16,173,0
7994,ICMP,24,20,1,0.7754,7,365885,1
7370,ICMP,17,8,1,0.9309,2,461971,1
4039,TCP,11,11,1,0.756,3,254173,1
425,UDP,1,0,0,0.1807,127,2608,0
631,ICMP,7,2,0,0.5119,30,204,0
149,ICMP,8,3,0,0.6712,19,442,0
230,ICMP,5,4,0,0.6435,27,250,0
1286,HTTP,1,1,0,0.12,102,4480,0
719,TCP,1,0,0,0.2007,157,883,0
1271,TCP,3,1,0,0.075,32,4020,0
7675,TCP,14,11,1,0.9114,1,191233,1
87,HTTP,1,1,0,0.213,72,1113,0
1390,HTTP,2,1,0,0.1319,140,675,0
1436,TCP,1,1,0,0.1875,71,2847,0
1203,UDP,1,0,0,0.146,95,546,0
1425,HTTP,3,1,0,0.0581,92,4295,0
188,UDP,9,4,1,0.619,22,272,0
565,TCP,1,1,0,0.0374,76,4348,0
1764,TCP,12,16,1,0.8051,3,477028,1
589,UDP,1,1,0,0.0134,67,2347,0
1330,HTTP,1,1,0,0.0709,38,2351,0
604,TCP,3,0,0,0.0365,42,3188,0
899,HTTP,2,1,0,0.2356,105,755,0
371,UDP,1,0,0,0.078,78,2132,0
1453,HTTP,2,1,0,0.0926,41,4840,0
328,UDP,9,4,1,0.5661,9,161,0
1423,HTTP,3,0,0,0.0266,32,4909,0
464,TCP,3,1,0,0.0749,107,4061,0
747,UDP,1,1,0,0.0589,155,3746,0
200,HTTP,1,0,0,0.0679,155,2759,0
726,ICMP,5,5,1,0.4675,30,186,0
603,TCP,5,3,1,0.4629,18,622,0
865,HTTP,1,0,0,0.0456,85,743,0
351,TCP,3,1,0,0.2393,122,4152,0
393,ICMP,4,5,1,0.4209,24,288,0
1289,HTTP,3,0,0,0.2219,152,1560,0
357,HTTP,3,0,0,0.032,52,2968,0
301,HTTP,1,0,0,0.0506,106,1591,0
636,ICMP,9,4,0,0.6988,12,332,0
143,TCP,6,4,1,0.4329,16,643,0
874,UDP,3,0,0,0.0123,151,2700,0
575,ICMP,9,5,0,0.5951,17,733,0
937,UDP,2,1,0,0.0796,75,1673,0
1313,HTTP,2,0,0,0.154,82,2195,0
1202,UDP,3,1,0,0.0607,68,1455,0
268,HTTP,3,0,0,0.084,158,3281,0
537,HTTP,3,1,0,0.0582,170,1243,0
1114,TCP,1,0,0,0.088,174,3279,0
170,UDP,1,1,0,0.2036,135,2621,0
331,TCP,2,1,0,0.1997,127,1571,0
763,TCP,2,0,0,0.0631,126,3720,0
1123,UDP,3,0,0,0.027,33,1053,0
1186,TCP,1,1,0,0.0398,96,2362,0
1341,UDP,2,0,0,0.0528,50,2624,0
264,UDP,2,1,0,0.2447,165,630,0
68,TCP,4,3,1,0.4614,19,283,0
112,TCP,3,1,0,0.0857,82,4918,0
1330,HTTP,2,1,0,0.2012,52,1524,0
955,TCP,3,1,0,0.112,180,4988,0
883,HTTP,2,1,0,0.0848,77,4564,0
422,HTTP,3,0,0,0.0407,83,1485,0
1016,UDP,2,0,0,0.1278,73,1194,0
1305,HTTP,2,1,0,0.1939,88,3386,0
723,UDP,1,1,0,0.2482,116,745,0
626,HTTP,3,0,0,0.0692,41,3765,0
234,UDP,1,1,0,0.0441,78,4967,0
1043,TCP,2,0,0,0.119,55,4943,0
784,UDP,3,0,0,0.0037,95,2901,0
4678,TCP,17,13,1,0.785,4,310724,1
114,UDP,2,0,0,0.0091,68,4463,0
328,TCP,1,0,0,0.1514,55,3907,0
1004,UDP,3,1,0,0.022,157,4162,0
184,UDP,2,1,0,0.0779,116,1733,0
3359,ICMP,14,7,1,0.942,3,63589,1
701,HTTP,2,1,0,0.0127,37,4356,0
1080,TCP,2,0,0,0.0595,111,1875,0
1152,TCP,3,1,0,0.0409,51,4926,0
529,UDP,1,0,0,0.0499,38,4287,0
1418,UDP,1,0,0,0.2107,41,1182,0
356,HTTP,3,0,0,0.1981,32,1371,0
803,UDP,3,1,0,0.086,135,1493,0
1234,UDP,2,1,0,0.0051,141,4148,0
179,TCP,8,5,1,0.5316,23,633,0
488,ICMP,6,4,1,0.432,10,362,0
973,HTTP,3,0,0,0.0951,144,4092,0
836,HTTP,3,0,0,0.0395,33,3356,0
1751,ICMP,22,9,1,0.758,3,353057,1
659,TCP,8,2,0,0.5472,22,257,0
876,UDP,2,0,0,0.0045,169,1967,0
111,UDP,2,0,0,0.1037,165,3099,0
1267,HTTP,1,0,0,0.0053,61,3030,0
1433,TCP,2,0,0,0.1861,86,1109,0
821,UDP,3,0,0,0.1607,115,1677,0
785,HTTP,2,1,0,0.1686,166,2842,0
311,HTTP,3,0,0,0.1116,117,4834,0
419,TCP,1,0,0,0.0624,146,914,0
910,UDP,1,1,0,0.2292,126,2333,0
977,TCP,2,1,0,0.1748,97,1815,0
331,ICMP,7,2,1,0.4735,9,502,0
424,TCP,2,1,0,0.0466,104,806,0
106,HTTP,2,1,0,0.1036,171,2074,0
761,TCP,5,2,0,0.5896,15,190,0
1049,TCP,2,1,0,0.0944,150,4115,0
614,TCP,3,1,0,0.0389,89,4054,0
1236,TCP,2,0,0,0.087,42,2945,0
165,HTTP,3,0,0,0.0419,61,866,0
231,UDP,1,0,0,0.1621,175,1350,0
568,TCP,6,4,1,0.6819,12,360,0
794,ICMP,4,2,1,0.4685,10,304,0
1034,HTTP,1,0,0,0.0472,68,2379,0
727,ICMP,4,3,0,0.6351,10,667,0
1215,HTTP,2,0,0,0.0559,69,2964,0
1161,UDP,3,0,0,0.0725,71,3562,0
149,TCP,7,3,1,0.4265,12,123,0
684,UDP,3,1,0,0.2419,81,2727,0
354,TCP,1,1,0,0.2275,141,4413,0
520,HTTP,3,0,0,0.0109,176,4878,0
662,HTTP,2,1,0,0.1831,55,1763,0
700,TCP,9,5,1,0.5087,30,693,0
555,ICMP,5,5,1,0.6924,20,489,0
7572,ICMP,11,17,1,0.8453,6,95372,1
593,UDP,4,2,0,0.5298,20,316,0
645,UDP,2,1,0,0.0965,155,1680,0
835,UDP,2,1,0,0.0546,107,4765,0
515,UDP,1,0,0,0.0597,108,4065,0
180,TCP,9,2,1,0.4231,20,456,0
496,TCP,9,2,1,0.5474,14,367,0
1012,HTTP,1,0,0,0.1064,107,2357,0
633,ICMP,4,4,1,0.6492,13,781,0
7626,TCP,11,17,1,0.9496,4,259421,1
1106,TCP,1,0,0,0.0611,150,3481,0
715,TCP,6,4,0,0.6053,24,157,0
633,ICMP,4,3,1,0.4265,15,290,0
1466,HTTP,1,1,0,0.1664,124,4699,0
468,UDP,6,2,0,0.5798,9,643,0
109,HTTP,2,0,0,0.224,152,1711,0
827,UDP,3,1,0,0.031,61,4176,0
1321,TCP,3,0,0,0.1136,42,4470,0
561,UDP,4,4,1,0.4843,8,528,0
120,TCP,2,0,0,0.1451,97,813,0
374,TCP,1,0,0,0.093,105,4689,0
94,TCP,3,1,0,0.0413,140,1643,0
7019,ICMP,18,11,1,0.9619,6,403667,1
424,UDP,2,1,0,0.0442,71,4946,0
661,UDP,7,3,0,0.571,12,337,0
1139,TCP,3,1,0,0.1349,165,1866,0
825,HTTP,1,1,0,0.0606,152,2504,0
1018,TCP,2,1,0,0.1226,96,4943,0
1358,TCP,3,1,0,0.0114,166,1072,0
726,TCP,1,1,0,0.1635,33,3688,0
341,ICMP,9,4,1,0.5443,10,646,0
641,ICMP,5,2,1,0.6297,12,668,0
557,ICMP,6,5,1,0.4139,23,110,0
2534,TCP,12,18,1,0.9978,3,123247,1
1290,HTTP,1,0,0,0.2448,123,893,0
1498,UDP,3,0,0,0.1408,78,4532,0
192,UDP,5,3,1,0.5832,28,379,0
2590,ICMP,14,13,1,0.9445,7,79195,1
812,UDP,1,0,0,0.1402,82,1633,0
1393,UDP,1,0,0,0.0113,39,2993,0
3178,ICMP,14,8,1,0.8832,6,415508,1
189,UDP,1,0,0,0.0242,163,559,0
211,TCP,5,5,0,0.608,23,376,0
241,UDP,3,0,0,0.0462,65,4411,0
1410,TCP,3,0,0,0.042,152,1831,0
2654,ICMP,19,18,1,0.8237,4,271214,1
1392,UDP,3,1,0,0.0706,129,4183,0
389,UDP,1,0,0,0.0603,164,2627,0
395,UDP,3,0,0,0.0215,36,1288,0
783,TCP,1,1,0,0.0197,45,2360,0
725,ICMP,4,3,1,0.6513,26,591,0
844,HTTP,3,1,0,0.1714,175,813,0
657,TCP,3,0,0,0.1986,78,3756,0
638,UDP,3,1,0,0.0617,42,1988,0
476,UDP,3,1,0,0.185,41,3680,0
858,UDP,2,1,0,0.1994,62,4757,0
208,HTTP,2,1,0,0.2374,40,3625,0
1480,UDP,3,0,0,0.1977,122,4898,0
896,UDP,1,0,0,0.0192,91,1267,0
1302,TCP,3,1,0,0.219,113,1900,0
858,HTTP,2,1,0,0.2142,163,4253,0
600,HTTP,1,0,0,0.1003,139,2631,0
768,UDP,8,5,0,0.6539,12,698,0
593,HTTP,3,0,0,0.2367,115,1231,0
783,HTTP,3,0,0,0.0849,54,4791,0
1317,UDP,1,1,0,0.1242,76,3754,0
295,TCP,3,1,0,0.0811,72,2761,0
152,HTTP,2,0,0,0.1783,96,1224,0
765,TCP,1,1,0,0.1001,146,2726,0
456,ICMP,8,4,0,0.6248,23,279,0
94,UDP,9,5,0,0.435,11,525,0
3486,ICMP,16,11,1,0.8827,8,164464,1
962,TCP,3,0,0,0.1886,44,1647,0
661,UDP,9,2,0,0.5547,11,315,0
1174,TCP,3,1,0,0.1366,138,1338,0
8062,ICMP,15,9,1,0.8743,8,203297,1
916,HTTP,2,0,0,0.0515,99,4785,0
515,TCP,3,0,0,0.181,41,3905,0
1316,UDP,1,1,0,0.1133,109,1742,0
1014,TCP,1,0,0,0.1695,50,1838,0
202,UDP,1,1,0,0.0956,89,4624,0
4996,ICMP,19,12,1,0.8553,5,321193,1
1462,TCP,2,0,0,0.0907,124,3024,0
261,UDP,8,3,0,0.6569,19,257,0
786,UDP,3,0,0,0.1176,39,3663,0
1465,TCP,1,1,0,0.0009,44,3674,0
270,TCP,1,0,0,0.0375,139,4535,0
6575,TCP,18,12,1,0.8115,7,113084,1
551,HTTP,1,1,0,0.0648,176,783,0
715,TCP,1,0,0,0.1456,50,2396,0
722,UDP,4,4,0,0.6389,16,507,0
489,UDP,1,0,0,0.0571,123,884,0
1405,TCP,3,0,0,0.0905,80,1786,0
75,UDP,3,0,0,0.0277,102,829,0
528,ICMP,6,3,0,0.6743,17,286,0
430,HTTP,3,1,0,0.1541,109,3222,0
833,TCP,1,0,0,0.13,61,1861,0
1214,HTTP,2,1,0,0.0568,66,4775,0
332,UDP,3,1,0,0.24,122,4369,0
685,TCP,3,0,0,0.2252,68,1837,0
731,TCP,8,5,1,0.4772,12,374,0
805,HTTP,3,0,0,0.1696,67,3584,0
379,TCP,1,0,0,0.1803,41,3865,0
457,TCP,3,0,0,0.1547,168,4657,0
820,UDP,2,1,0,0.1161,117,2986,0
4029,ICMP,16,7,1,0.8606,3,172423,1
411,TCP,1,1,0,0.1713,48,4389,0
1046,HTTP,1,0,0,0.1327,71,3895,0
1296,TCP,1,1,0,0.0002,81,1568,0
286,HTTP,3,1,0,0.0751,135,916,0
119,HTTP,1,1,0,0.0975,111,1667,0
1059,TCP,1,0,0,0.0387,105,1328,0
1366,TCP,3,1,0,0.1117,97,2217,0
268,UDP,1,0,0,0.2493,116,4224,0
534,UDP,6,4,0,0.6726,27,176,0
648,HTTP,3,1,0,0.1705,51,4192,0
87,UDP,4,2,1,0.6577,25,381,0
1349,HTTP,1,1,0,0.1972,38,3488,0
5862,ICMP,18,19,1,0.9184,7,407500,1
244,TCP,3,1,0,0.1584,133,4014,0
104,HTTP,3,1,0,0.2327,179,1989,0
960,TCP,1,0,0,0.0093,176,2076,0
1022,UDP,1,0,0,0.0827,147,2607,0
499,UDP,6,3,0,0.4011,21,232,0
1307,UDP,1,0,0,0.0253,82,2056,0
400,UDP,1,1,0,0.1898,68,973,0
570,TCP,1,0,0,0.0596,151,1437,0
1284,UDP,3,1,0,0.2428,32,1438,0
1619,ICMP,20,10,1,0.8518,2,136897,1
1493,HTTP,2,1,0,0.0969,83,2988,0
1303,HTTP,3,1,0,0.2422,113,742,0
486,TCP,1,0,0,0.0612,47,833,0
509,UDP,3,0,0,0.2339,154,971,0
1458,HTTP,2,0,0,0.0552,84,2289,0
172,TCP,1,0,0,0.0156,81,1360,0
335,HTTP,3,0,0,0.2454,70,1349,0
637,TCP,1,0,0,0.2243,163,3883,0
1033,HTTP,3,1,0,0.1064,170,3209,0
1403,TCP,2,1,0,0.0558,180,2883,0
333,TCP,1,1,0,0.0031,157,4584,0
1495,TCP,2,1,0,0.2078,92,1284,0
682,UDP,1,1,0,0.0311,54,4013,0
783,HTTP,3,0,0,0.1442,167,1929,0
7095,ICMP,25,17,1,0.8261,8,264625,1
609,UDP,3,1,0,0.0955,140,2192,0
519,UDP,1,0,0,0.0439,108,4510,0
6901,TCP,10,16,1,0.9971,8,197200,1
606,UDP,3,0,0,0.2042,178,2581,0
213,HTTP,3,0,0,0.0182,176,1636,0
1409,UDP,3,1,0,0.0968,124,2131,0
5336,ICMP,19,15,1,0.7993,4,477752,1
7867,TCP,25,16,1,0.8464,5,292865,1
476,UDP,3,0,0,0.2084,113,2387,0
1380,UDP,1,1,0,0.0349,173,4915,0
1411,UDP,3,1,0,0.0667,150,682,0
289,HTTP,3,1,0,0.0165,52,3472,0
819,HTTP,1,0,0,0.0649,41,1407,0
271,UDP,4,4,0,0.6417,23,470,0
451,TCP,1,0,0,0.2087,163,3251,0
603,HTTP,3,0,0,0.0942,126,3492,0
109,TCP,9,2,1,0.4798,5,738,0
596,UDP,2,0,0,0.1137,116,3605,0
777,HTTP,3,0,0,0.127,133,1376,0
224,TCP,2,1,0,0.2199,141,3912,0
720,ICMP,9,5,0,0.6235,22,329,0
674,TCP,8,4,1,0.539,28,108,0
7894,ICMP,22,19,1,0.8324,4,488091,1
1375,UDP,1,0,0,0.0591,72,3163,0
1013,TCP,1,0,0,0.1487,173,1454,0
571,ICMP,5,5,0,0.41,24,653,0
755,UDP,6,4,0,0.6793,7,429,0
1372,UDP,3,1,0,0.1142,107,2131,0
5960,ICMP,17,11,1,0.9181,5,93623,1
432,HTTP,3,0,0,0.0983,112,4193,0
1499,TCP,2,0,0,0.0725,107,1208,0
937,TCP,3,0,0,0.0227,43,3615,0
706,HTTP,2,1,0,0.0113,111,2559,0
1174,UDP,1,1,0,0.0095,44,2405,0
901,UDP,3,0,0,0.1973,115,1039,0
8445,TCP,15,11,1,0.7963,7,449303,1
749,UDP,1,0,0,0.2094,164,607,0
4070,ICMP,23,13,1,0.8303,8,364354,1
182,TCP,1,0,0,0.1472,88,3883,0
1299,TCP,3,0,0,0.0735,75,1110,0
1158,HTTP,3,1,0,0.0226,115,2333,0
1460,UDP,1,0,0,0.042,36,3826,0
281,HTTP,2,0,0,0.0382,71,4918,0
235,TCP,1,1,0,0.1685,146,3607,0
4804,ICMP,12,11,1,0.9472,7,384302,1
898,TCP,1,0,0,0.2354,159,1711,0
581,HTTP,2,1,0,0.1206,132,2959,0
849,TCP,3,0,0,0.216,100,3899,0
817,HTTP,2,0,0,0.2215,49,3049,0
1074,TCP,2,1,0,0.0779,157,3542,0
1187,UDP,3,0,0,0.1738,34,3585,0
1016,UDP,3,1,0,0.0806,92,1209,0
1020,TCP,1,1,0,0.0056,109,2219,0
1428,HTTP,1,0,0,0.0413,109,3204,0
313,HTTP,3,1,0,0.0371,48,2300,0
3097,TCP,18,10,1,0.9029,8,278811,1
173,ICMP,8,5,1,0.6943,21,532,0
1073,TCP,1,1,0,0.0725,35,3224,0
532,HTTP,2,0,0,0.0254,65,1581,0
486,UDP,3,1,0,0.18,147,3701,0
993,UDP,3,1,0,0.1468,69,3898,0
99,UDP,3,1,0,0.2003,52,1513,0
1350,TCP,1,0,0,0.1844,47,4580,0
446,UDP,7,4,0,0.4446,7,217,0
862,HTTP,2,1,0,0.117,64,2957,0
135,HTTP,1,0,0,0.2295,159,4568,0
549,HTTP,1,1,0,0.0508,53,3631,0
1008,TCP,1,0,0,0.1784,142,1648,0
4587,TCP,21,14,1,0.8926,1,468377,1
987,HTTP,2,1,0,0.2012,45,4408,0
398,UDP,2,0,0,0.2341,85,3410,0
669,UDP,3,1,0,0.0097,100,3463,0
6799,ICMP,16,16,1,0.8187,1,448123,1
780,TCP,2,1,0,0.0229,42,4261,0
1034,UDP,2,1,0,0.1844,35,2888,0
102,UDP,2,0,0,0.0491,38,4706,0
336,UDP,2,0,0,0.2425,97,1055,0
1202,UDP,1,1,0,0.2071,177,4015,0
1446,UDP,3,1,0,0.0427,179,3000,0
8545,TCP,22,18,1,0.8826,6,395044,1
961,TCP,3,1,0,0.206,155,3191,0
315,UDP,3,1,0,0.113,124,1037,0
1274,UDP,3,1,0,0.026,154,3578,0
139,UDP,6,2,1,0.5039,28,180,0
323,HTTP,3,1,0,0.0825,100,4378,0
1499,UDP,2,0,0,0.1452,159,1593,0
5060,TCP,18,10,1,0.8652,5,415490,1
444,TCP,3,0,0,0.1688,90,3807,0
7500,ICMP,21,7,1,0.7813,4,302805,1
959,TCP,1,1,0,0.2212,36,3898,0
1148,UDP,3,0,0,0.1831,93,1969,0
784,TCP,9,3,1,0.6433,8,655,0
1308,UDP,2,1,0,0.1592,37,2233,0
878,UDP,2,1,0,0.0228,169,3674,0
1490,UDP,3,1,0,0.1815,163,3019,0
7619,ICMP,13,19,1,0.8859,2,469049,1
238,UDP,2,1,0,0.0902,92,1741,0
534,TCP,5,4,0,0.6431,14,381,0
1012,HTTP,2,1,0,0.1661,42,2688,0
94,TCP,2,1,0,0.1203,156,1547,0
530,TCP,6,4,1,0.6001,21,544,0
371,TCP,9,5,1,0.66,6,464,0
499,UDP,1,0,0,0.1645,101,3522,0
235,UDP,3,1,0,0.1073,95,572,0
382,HTTP,2,1,0,0.1156,135,958,0
547,TCP,2,0,0,0.181,69,3565,0
1297,HTTP,1,1,0,0.0693,138,1109,0
1257,TCP,3,1,0,0.0655,167,979,0
1412,HTTP,2,1,0,0.236,171,1036,0
1467,HTTP,3,1,0,0.024,178,3380,0
1453,UDP,3,0,0,0.0243,166,3398,0
1439,HTTP,2,1,0,0.079,48,576,0
483,TCP,1,1,0,0.0195,156,2945,0
310,TCP,3,0,0,0.1585,127,943,0
1006,HTTP,2,1,0,0.1478,46,1903,0
593,UDP,3,0,0,0.1611,40,4480,0
566,UDP,1,0,0,0.2022,91,1135,0
914,TCP,3,1,0,0.0396,171,4346,0
979,UDP,1,1,0,0.029,148,3112,0
4678,TCP,22,13,1,0.794,1,56307,1
1314,HTTP,2,1,0,0.1355,177,4075,0
608,HTTP,2,0,0,0.1535,141,1626,0
192,UDP,2,0,0,0.155,140,1154,0
570,UDP,1,0,0,0.1128,49,2026,0
963,HTTP,2,1,0,0.2167,93,4002,0
808,UDP,2,1,0,0.0333,165,2186,0
1344,TCP,3,0,0,0.2158,150,4223,0
712,HTTP,3,1,0,0.2181,39,1060,0
288,TCP,1,1,0,0.051,133,3557,0
1313,TCP,3,0,0,0.1589,148,2975,0
368,ICMP,4,3,0,0.6356,12,209,0
1452,UDP,3,1,0,0.106,175,4750,0
132,HTTP,2,0,0,0.1242,113,1613,0
1282,HTTP,3,1,0,0.1098,149,2991,0
6878,ICMP,24,8,1,0.9081,8,160508,1
431,TCP,8,5,0,0.5132,28,149,0
228,UDP,1,1,0,0.2218,40,3305,0
868,TCP,1,1,0,0.1238,73,2167,0
225,HTTP,3,0,0,0.2361,96,3453,0
1399,HTTP,2,0,0,0.1831,84,3815,0
119,UDP,1,1,0,0.0182,84,1318,0
791,ICMP,5,5,0,0.4054,21,372,0
574,HTTP,1,0,0,0.0695,124,2225,0
1075,TCP,2,1,0,0.1169,171,1563,0
7004,TCP,23,11,1,0.7648,8,468614,1
308,HTTP,2,1,0,0.0991,154,893,0
1431,HTTP,2,0,0,0.2347,64,2666,0
1354,UDP,1,1,0,0.1833,167,4868,0
660,TCP,3,0,0,0.0221,122,2476,0
788,HTTP,1,0,0,0.2003,47,3670,0
138,TCP,6,2,1,0.673,27,437,0
840,TCP,2,1,0,0.2316,146,2836,0
519,UDP,3,1,0,0.1208,166,4650,0
812,UDP,3,0,0,0.2412,62,1274,0
1023,UDP,2,1,0,0.1051,135,4278,0
1414,TCP,3,0,0,0.1793,102,1362,0
742,HTTP,3,1,0,0.1185,104,1704,0
727,HTTP,3,0,0,0.1796,61,1247,0
1352,HTTP,2,0,0,0.2034,167,1015,0
1449,TCP,1,0,0,0.0496,34,4244,0
1443,HTTP,2,0,0,0.168,110,1465,0
102,TCP,1,1,0,0.1007,138,1320,0
314,HTTP,2,0,0,0.2176,136,4441,0
746,ICMP,4,2,1,0.6637,30,755,0
210,HTTP,2,0,0,0.0162,96,1789,0
256,UDP,4,4,0,0.4174,22,763,0
1278,TCP,2,1,0,0.1384,171,3291,0
118,ICMP,9,2,0,0.6591,23,772,0
803,UDP,3,1,0,0.0122,104,4838,0
569,UDP,5,4,0,0.5016,7,260,0
117,HTTP,3,0,0,0.1949,168,3355,0
314,UDP,2,1,0,0.0497,43,2284,0
397,UDP,1,0,0,0.0737,111,2639,0
928,HTTP,1,1,0,0.0177,128,1231,0
737,TCP,8,2,1,0.4629,12,166,0
157,ICMP,9,4,0,0.4964,23,717,0
517,TCP,5,2,0,0.6482,27,385,0
1376,TCP,2,0,0,0.0073,42,585,0
1418,HTTP,3,0,0,0.0547,86,3020,0
289,UDP,1,0,0,0.0593,135,2138,0
234,TCP,2,0,0,0.0211,129,3034,0
1298,HTTP,1,1,0,0.0283,97,3234,0
316,TCP,1,1,0,0.1343,51,2996,0
164,HTTP,2,1,0,0.205,74,754,0
334,UDP,9,3,1,0.66,30,486,0
